,Comment,Rating,Rating Date,Profile Name,Profile Link,Profile Location,Place
964,"Absolute visit regardless a tourist or local resident or not.  Big history and architectural buff.  Still remember the cobblestones and water views.  St. Lawrence quite historic.  Imagine even 300 years ago, explorers were using this to cross the Atlantic Ocean.",4,5/1/2017,Kenneth N.,https://www.yelp.com/user_details?userid=Xwnf20FKuikiHcSpcEbpKQ,"Richmond, Canada",Le Vieux-Port de Montréal
965,"You find me, you find meYou find me by the riverYou find me, you find meYou find me where the river flowsBy the riverWhere dreams will never dieBy the riverUnder suburban skiesYou find me, you find meYou find me where the river flows...It reminds me of other Vieux-Port, miles and oceans away, in small town of Marseille... Vieux-Port de Montréal share same feeling of open space, artistic freedom and just a right measure of old times charm and grunge. Along it runs functioning railroad, and the bike path, and the walkways that follow curves of the ponds, cutting through park greenery (altho it was snowy white this time around). I am enamored by it industrial charm - and cannot resist those rusty piers and old machinery.Ships still here, and old buildings still stand on water edge, and Clock Tower keeps ticking time away....But the new is weaved in - the clean paved promenade, Science Centre, IMAX.It's nice to walk though any time of the year, and bars/cafes aplenty along the water edge to take a break and enjoy fresh breeze.",5,1/21/2015,Nadia Z.,https://www.yelp.com/user_details?userid=c3xkFRo38JB7T0xgiPOEbw,"Staten Island, NY",Le Vieux-Port de Montréal
966,"This is a must see place in montreal!! It's my absolute favorite place to go on a sunny day and was tempted to visit multiple times! Old port has most historic buildings, a huge slope that usually has children friendly entertainment and a old city vibe to it with it's cobble stone streets. If you don't visit, you haven't seen montreal properly:) Cheers and enjoy",5,6/15/2015,Sonal U.,https://www.yelp.com/user_details?userid=kAE7vcgafLO5N6WmG2PJVg,"New Hyde Park, NY",Le Vieux-Port de Montréal
967,"The old port has that special magic during the summer months that one has to experience at least a few times in their lives. The architecture of the buildings are very European. It also has a waterfront with lots of activities, beautiful arts and fancy restos to appeal to both tourists and romantics. It's a nice place. The main street is full of intriguing merchant stalls that will draw you, paint you and entertain you.The problem I have stems of its popularity, I dislike coming here by car as parking and traffic can be quite insane at times. Coming by metro is long and labourous. There's WAY too many people at times (particularly during the fireworks) and the restos are very expensive.This doesn't take away from the Old Port's charm for tourists but as a local I don't go out of my way to come here often.",3,9/15/2015,Jason M.,https://www.yelp.com/user_details?userid=_4NHePAXLhcloTD04wqpqw,"Laval, Montreal, Canada",Le Vieux-Port de Montréal
968,Had some great pouting here from a food truck called Poutine and Companie. It was very crowded with tourist the Sunday that I was there.,4,7/31/2017,Lindsay G.,https://www.yelp.com/user_details?userid=ukbpkgpcC5BY3d188odjuA,"Charleston, SC",Le Vieux-Port de Montréal
969,"Wandering around Old Montreal--Vieux Montreal--is a step back in time and well worth the experience.  The negative comments about the touristy shops are well taken, but simply gazing upward to view the wonderful architecture and the unique buildings is rewarding.  There are also parts of the area that are not so tourist-minded and there are wonderful restaurants there as well.This is a part of the city that must be seen.",4,7/31/2018,Georgia A.,https://www.yelp.com/user_details?userid=EmQCQ4IbousiY35BN2_TuQ,"Meriden, CT",Le Vieux-Port de Montréal
970,This place might be a reason for me to move to Montreal. It absolutely beautiful even on a rainy day. It really merges the European and the diverse Canadian culture into one. I love how everything feels very authentic from the architecture down to the cobblestones you walk on. Came here everyday during my weekend stay in Montreal but I would definitely spend a full week just roaming around the port and maybe one day taking a cruise down the river!,5,5/17/2016,Nikka A.,https://www.yelp.com/user_details?userid=EJ06AkT83sNiERIPOAuPuQ,"Yorkville, Toronto, Canada",Le Vieux-Port de Montréal
971,"Absolutely beautiful scenery, building with a new urban french style and lots of activities. I checked with my favorite app YELP to see what kind of events was happening around the which to find the Vieux Port/ Old port. Le Festival YUL EAT ( Basically Montreal's version of a Somrgasbur). I didn't get to try any of their delicous food because it was so hot outside but i did get a frozen pleasant Pena colada smoothie that cooled me right down. Everything smelled to great sad i didn't explore.",4,9/8/2015,Amor V.,https://www.yelp.com/user_details?userid=z8ITpOm9mCT9YF1GmRrprQ,"Houston, TX",Le Vieux-Port de Montréal
972,"Old Port is a pleasant place to visit and walk through, full of eateries, historical sights, and locals and tourists alike. It's nothing out of the ordinary, so if you've never been, you might have a better time heading up to Mont Royal and checking out the park. If you're a local, or have time to kill, why not check out Old Port? Get yourself a nice book and relax.We saw a random event going on where folks were passing one another boxes in a long line - never quite figured that out.",3,2/17/2009,Dave L.,https://www.yelp.com/user_details?userid=6s-g2vFu12OemhiK3FJuOQ,"New York, NY",Le Vieux-Port de Montréal
973,"The old port is excellent in the summer where you can bike around with a couple of pals and relax by the pier, but this time around in the winter....igloofest. Yes a musical festival done out in the freezing cold, only city to do so. The challenge presented gives you no choice but to dance as much as you can for warmth lol, you can't stop. There was the superglisse slide, 2 stages for music, fire pits for warmth which was ideal...the music was great and this whole event was well worth the 340+mile trek from nyc lol. I was there for weekend 2...the upcoming is the last.",5,1/31/2016,Jordan S.,https://www.yelp.com/user_details?userid=5l4PETuuSGccqwM_uf_3YA,"New York, NY",Le Vieux-Port de Montréal
974,"Vieux-Montreal is far and away my favorite part of town.  The city started here in 1642.  No tour of this town would be complete without exploring the cobblestone streets that line the South side along the St. Lawrence River.  You can actually walk through the old ruins at Pointe-a-Calleire.  How cool is that?  This is the place for people watching, trinket shopping and general sightseeing.  There are a lot of landmarks around here, so do your research and explore the history of town.  Don't worry, just about everyone here speaks English and French and will throw the switch when you say ""hello"" and you'll be good.  I made multiple loops through the Place Jacques-Cartier snacking on some great gelato.  My Frommer's led tour was quite insightful and you know what?  That building next to Basilique Notre Dame looks just like the Empire State Building.",5,8/2/2010,Dan G.,https://www.yelp.com/user_details?userid=brQ7OjB6f9nXWGk45A9A3g,"Chicago, IL",Le Vieux-Port de Montréal
